,unique_add,Lon,Lat
105,28 HOY FATT RD,103.834439535286,1.29644995684098
106,133 JLN BT MERAH,103.830277614211,1.43769199919618
108,86 REDHILL CL,103.845956557221,1.30096483460999
109,12 TAMAN HO SWEE,103.830277614211,1.43769199919618
110,77 TELOK BLANGAH DR,103.79109781142,1.44726810120856
111,33 TELOK BLANGAH WAY,103.829388161578,1.30393331930705
112,5 DELTA AVE,103.847197777949,1.31181999992702
113,106A DEPOT RD,103.830277614211,1.43769199919618
114,105A DEPOT RD,103.830277614211,1.43769199919618
116,25B JLN MEMBINA,103.834439535286,1.29644995684098
117,127D KIM TIAN RD,103.830277614211,1.43769199919618
118,6 KIM TIAN RD,103.845880417376,1.31568172551155
119,24 TELOK BLANGAH CRES,103.834439535286,1.29644995684098
120,51 TELOK BLANGAH DR,103.847197777949,1.31181999992702
121,70B TELOK BLANGAH HTS,103.79109781142,1.44726810120856
122,57 TELOK BLANGAH HTS,103.847197777949,1.31181999992702
123,8B BOON TIONG RD,103.845956557221,1.30096483460999
124,9B BOON TIONG RD,103.826048654888,1.38403246026104
125,8 JLN RUMAH TINGGI,103.845956557221,1.30096483460999
126,48 LENGKOK BAHRU,103.849087514554,1.30606411508932
127,488 SEGAR RD,103.849087514554,1.30606411508932
128,455 SEGAR RD,103.849087514554,1.30606411508932
129,225 PENDING RD,103.834439535286,1.29644995684098
130,208 PETIR RD,103.834439535286,1.29644995684098
131,550B SEGAR RD,103.847197777949,1.31181999992702
132,468 SEGAR RD,103.849087514554,1.30606411508932
133,471 SEGAR RD,103.849087514554,1.30606411508932
134,541 BT PANJANG RING RD,103.847197777949,1.31181999992702
135,244 BT PANJANG RING RD,103.834439535286,1.29644995684098
136,537 BT PANJANG RING RD,103.847197777949,1.31181999992702
137,516 JELAPANG RD,103.847197777949,1.31181999992702
138,184 JELEBU RD,103.830277614211,1.43769199919618
139,179 LOMPANG RD,103.830277614211,1.43769199919618
140,203 PETIR RD,103.834439535286,1.29644995684098
141,481 SEGAR RD,103.849087514554,1.30606411508932
142,546C SEGAR RD,103.847197777949,1.31181999992702
143,472 SEGAR RD,103.849087514554,1.30606411508932
144,626 SENJA RD,103.845880417376,1.31568172551155
145,604 SENJA RD,103.845880417376,1.31568172551155
146,130 CASHEW RD,103.830277614211,1.43769199919618
147,3 QUEEN'S RD,103.829388161578,1.30393331930705
148,664 BUFFALO RD,103.845880417376,1.31568172551155
149,4 TG PAGAR PLAZA,103.849087514554,1.30606411508932
150,1 TG PAGAR PLAZA,103.830277614211,1.43769199919618
151,639 ROWELL RD,103.845880417376,1.31568172551155
152,1C CANTONMENT RD,103.830277614211,1.43769199919618
153,166B TECK WHYE CRES,103.830277614211,1.43769199919618
154,106 TECK WHYE LANE,103.830277614211,1.43769199919618
155,818A CHOA CHU KANG AVE 1,103.845956557221,1.30096483460999
156,808B CHOA CHU KANG AVE 1,103.845956557221,1.30096483460999
158,412 CHOA CHU KANG AVE 3,103.849087514554,1.30606411508932
159,441 CHOA CHU KANG AVE 4,103.849087514554,1.30606411508932
160,487C CHOA CHU KANG AVE 5,103.849087514554,1.30606411508932
161,484B CHOA CHU KANG AVE 5,103.849087514554,1.30606411508932
162,657 CHOA CHU KANG CRES,103.845880417376,1.31568172551155
163,691A CHOA CHU KANG CRES,103.845880417376,1.31568172551155
164,684D CHOA CHU KANG CRES,103.845880417376,1.31568172551155
165,763 CHOA CHU KANG NTH 5,103.79109781142,1.44726810120856
166,641 CHOA CHU KANG ST 64,103.845880417376,1.31568172551155
167,802B KEAT HONG CL,103.845956557221,1.30096483460999
168,804B KEAT HONG CL,103.845956557221,1.30096483460999
169,816B KEAT HONG LINK,103.845956557221,1.30096483460999
171,5 TECK WHYE AVE,103.847197777949,1.31181999992702
172,11 TECK WHYE LANE,103.830277614211,1.43769199919618
173,453 CHOA CHU KANG AVE 4,103.849087514554,1.30606411508932
174,429 CHOA CHU KANG AVE 4,103.849087514554,1.30606411508932
175,488D CHOA CHU KANG AVE 5,103.849087514554,1.30606411508932
176,484C CHOA CHU KANG AVE 5,103.849087514554,1.30606411508932
177,485B CHOA CHU KANG AVE 5,103.849087514554,1.30606411508932
178,810B CHOA CHU KANG AVE 7,103.845956557221,1.30096483460999
179,684A CHOA CHU KANG CRES,103.845880417376,1.31568172551155
180,353 CHOA CHU KANG CTRL,103.829388161578,1.30393331930705
181,801D KEAT HONG CL,103.845956557221,1.30096483460999
182,805C KEAT HONG CL,103.845956557221,1.30096483460999
184,801B KEAT HONG CL,103.845956557221,1.30096483460999
185,817A KEAT HONG LINK,103.845956557221,1.30096483460999
186,122 TECK WHYE LANE,103.830277614211,1.43769199919618
187,134 TECK WHYE LANE,103.830277614211,1.43769199919618
188,311C CLEMENTI AVE 4,103.829388161578,1.30393331930705
189,312B CLEMENTI AVE 4,103.829388161578,1.30393331930705
190,311A CLEMENTI AVE 4,103.829388161578,1.30393331930705
191,607 CLEMENTI WEST ST 1,103.845880417376,1.31568172551155
192,715 CLEMENTI WEST ST 2,103.79109781142,1.44726810120856
193,601 CLEMENTI WEST ST 1,103.845880417376,1.31568172551155
194,311B CLEMENTI AVE 4,103.829388161578,1.30393331930705
195,97 ALJUNIED CRES,103.826048654888,1.38403246026104
196,23 BALAM RD,103.834439535286,1.29644995684098
197,60 CIRCUIT RD,103.845880417376,1.31568172551155
198,67 CIRCUIT RD,103.845880417376,1.31568172551155
199,85 CIRCUIT RD,103.845956557221,1.30096483460999
200,95 OLD AIRPORT RD,103.826048654888,1.38403246026104
201,91 PAYA LEBAR WAY,103.826048654888,1.38403246026104
202,10 PINE CL,103.830277614211,1.43769199919618
203,63 SIMS PL,103.845880417376,1.31568172551155
204,18B CIRCUIT RD,103.830277614211,1.43769199919618
205,411 EUNOS RD 5,103.849087514554,1.30606411508932
206,39 JLN TIGA,103.829388161578,1.30393331930705
207,339 UBI AVE 1,103.829388161578,1.30393331930705
209,338 UBI AVE 1,103.829388161578,1.30393331930705
210,6 HAIG RD,103.845880417376,1.31568172551155
211,47 JLN TIGA,103.849087514554,1.30606411508932
213,9 PINE CL,103.826048654888,1.38403246026104
214,131 GEYLANG EAST AVE 1,103.830277614211,1.43769199919618
215,334 UBI AVE 1,103.829388161578,1.30393331930705
216,986B BUANGKOK CRES,103.826048654888,1.38403246026104
217,986A BUANGKOK CRES,103.826048654888,1.38403246026104
218,112 HOUGANG AVE 1,103.830277614211,1.43769199919618
219,511 HOUGANG AVE 10,103.847197777949,1.31181999992702
221,247 HOUGANG AVE 3,103.834439535286,1.29644995684098
222,22 HOUGANG AVE 3,103.834439535286,1.29644995684098
223,242 HOUGANG ST 22,103.834439535286,1.29644995684098
224,689 HOUGANG ST 61,103.845880417376,1.31568172551155
225,473C UPP SERANGOON CRES,103.849087514554,1.30606411508932
226,981C BUANGKOK CRES,103.826048654888,1.38403246026104
227,980C BUANGKOK CRES,103.826048654888,1.38403246026104
228,124 HOUGANG AVE 1,103.830277614211,1.43769199919618
229,304 HOUGANG AVE 5,103.829388161578,1.30393331930705
230,526 HOUGANG AVE 6,103.847197777949,1.31181999992702
231,630 HOUGANG AVE 8,103.845880417376,1.31568172551155
232,506 HOUGANG AVE 8,103.847197777949,1.31181999992702
233,419 HOUGANG AVE 8,103.849087514554,1.30606411508932
234,933A HOUGANG AVE 9,103.826048654888,1.38403246026104
235,556 HOUGANG ST 51,103.847197777949,1.31181999992702
236,567 HOUGANG ST 51,103.847197777949,1.31181999992702
237,969 HOUGANG ST 91,103.826048654888,1.38403246026104
238,137 LOR AH SOO,103.830277614211,1.43769199919618
239,470A UPP SERANGOON CRES,103.849087514554,1.30606411508932
240,170 HOUGANG AVE 1,103.830277614211,1.43769199919618
241,362 HOUGANG AVE 5,103.829388161578,1.30393331930705
242,838 HOUGANG CTRL,103.845956557221,1.30096483460999
243,927 HOUGANG ST 91,103.826048654888,1.38403246026104
244,939 HOUGANG ST 92,103.826048654888,1.38403246026104
245,975 HOUGANG ST 91,103.826048654888,1.38403246026104
247,264 JURONG EAST ST 24,103.834439535286,1.29644995684098
248,410 PANDAN GDNS,103.849087514554,1.30606411508932
249,275 TOH GUAN RD,103.834439535286,1.29644995684098
250,201 JURONG EAST ST 21,103.834439535286,1.29644995684098
251,322 JURONG EAST ST 31,103.829388161578,1.30393331930705
252,281 TOH GUAN RD,103.834439535286,1.29644995684098
253,278 TOH GUAN RD,103.834439535286,1.29644995684098
255,287C JURONG EAST ST 21,103.834439535286,1.29644995684098
256,180B BOON LAY DR,103.830277614211,1.43769199919618
257,560A JURONG WEST ST 42,103.847197777949,1.31181999992702
258,197B BOON LAY DR,103.830277614211,1.43769199919618
259,175 BOON LAY DR,103.830277614211,1.43769199919618
260,210 BOON LAY PL,103.834439535286,1.29644995684098
262,120 HO CHING RD,103.830277614211,1.43769199919618
263,502 JURONG WEST AVE 1,103.847197777949,1.31181999992702
264,481 JURONG WEST ST 41,103.849087514554,1.30606411508932
265,561A JURONG WEST ST 42,103.847197777949,1.31181999992702
266,534 JURONG WEST ST 52,103.847197777949,1.31181999992702
267,122 YUAN CHING RD,103.830277614211,1.43769199919618
268,121 YUAN CHING RD,103.830277614211,1.43769199919618
270,183D BOON LAY AVE,103.830277614211,1.43769199919618
271,720 JURONG WEST AVE 5,103.79109781142,1.44726810120856
272,683A JURONG WEST CTRL 1,103.845880417376,1.31568172551155
273,694 JURONG WEST CTRL 1,103.845880417376,1.31568172551155
274,698B JURONG WEST CTRL 3,103.845880417376,1.31568172551155
275,476 JURONG WEST ST 41,103.849087514554,1.30606411508932
276,413 JURONG WEST ST 42,103.849087514554,1.30606411508932
277,561B JURONG WEST ST 42,103.847197777949,1.31181999992702
279,546 JURONG WEST ST 42,103.847197777949,1.31181999992702
281,642 JURONG WEST ST 61,103.845880417376,1.31568172551155
282,648D JURONG WEST ST 61,103.845880417376,1.31568172551155
283,668C JURONG WEST ST 64,103.845880417376,1.31568172551155
284,608 JURONG WEST ST 65,103.845880417376,1.31568172551155
285,673C JURONG WEST ST 65,103.845880417376,1.31568172551155
286,858 JURONG WEST ST 81,103.845956557221,1.30096483460999
287,932 JURONG WEST ST 92,103.826048654888,1.38403246026104
288,153 YUNG HO RD,103.830277614211,1.43769199919618
289,165A YUNG KUANG RD,103.830277614211,1.43769199919618
290,177 YUNG SHENG RD,103.830277614211,1.43769199919618
291,349 CORPORATION DR,103.829388161578,1.30393331930705
292,273C JURONG WEST AVE 3,103.834439535286,1.29644995684098
293,272B JURONG WEST ST 24,103.834439535286,1.29644995684098
294,517D JURONG WEST ST 52,103.847197777949,1.31181999992702
295,650A JURONG WEST ST 61,103.845880417376,1.31568172551155
296,662C JURONG WEST ST 64,103.845880417376,1.31568172551155
297,663B JURONG WEST ST 65,103.845880417376,1.31568172551155
298,672A JURONG WEST ST 65,103.845880417376,1.31568172551155
299,759 JURONG WEST ST 74,103.79109781142,1.44726810120856
300,854 JURONG WEST ST 81,103.845956557221,1.30096483460999
301,843 JURONG WEST ST 81,103.845956557221,1.30096483460999
302,348 KANG CHING RD,103.829388161578,1.30393331930705
303,138B YUAN CHING RD,103.830277614211,1.43769199919618
305,410 JURONG WEST ST 42,103.849087514554,1.30606411508932
306,405 JURONG WEST ST 42,103.849087514554,1.30606411508932
307,656C JURONG WEST ST 61,103.845880417376,1.31568172551155
308,609 JURONG WEST ST 65,103.845880417376,1.31568172551155
309,334 KANG CHING RD,103.829388161578,1.30393331930705
310,10A BENDEMEER RD,103.830277614211,1.43769199919618
311,10 GLOUCESTER RD,103.830277614211,1.43769199919618
312,16 UPP BOON KENG RD,103.830277614211,1.43769199919618
313,98 WHAMPOA DR,103.826048654888,1.38403246026104
315,10C BENDEMEER RD,103.830277614211,1.43769199919618
316,10B BENDEMEER RD,103.830277614211,1.43769199919618
318,13 FARRER PK RD,103.830277614211,1.43769199919618
319,117B JLN TENTERAM,103.830277614211,1.43769199919618
320,78 LOR LIMAU,103.79109781142,1.44726810120856
323,105 TOWNER RD,103.830277614211,1.43769199919618
324,15 UPP BOON KENG RD,103.830277614211,1.43769199919618
325,7 BOON KENG RD,103.79109781142,1.44726810120856
326,104 TOWNER RD,103.830277614211,1.43769199919618
327,3D UPP BOON KENG RD,103.829388161578,1.30393331930705
328,2B UPP BOON KENG RD,103.834439535286,1.29644995684098
329,46 BENDEMEER RD,103.849087514554,1.30606411508932
330,34 MARINE CRES,103.829388161578,1.30393331930705
331,67 MARINE DR,103.845880417376,1.31568172551155
332,19 MARINE TER,103.830277614211,1.43769199919618
333,4 MARINE TER,103.849087514554,1.30606411508932
334,74 MARINE DR,103.79109781142,1.44726810120856
335,61 MARINE DR,103.845880417376,1.31568172551155
336,44 MARINE CRES,103.849087514554,1.30606411508932
337,530A PASIR RIS DR 1,103.847197777949,1.31181999992702
338,629 PASIR RIS DR 3,103.845880417376,1.31568172551155
339,425 PASIR RIS DR 6,103.849087514554,1.30606411508932
340,417 PASIR RIS DR 6,103.849087514554,1.30606411508932
341,126 PASIR RIS ST 11,103.830277614211,1.43769199919618
342,147 PASIR RIS ST 13,103.830277614211,1.43769199919618
343,275 PASIR RIS ST 21,103.834439535286,1.29644995684098
344,526D PASIR RIS ST 51,103.847197777949,1.31181999992702
345,429 PASIR RIS DR 6,103.849087514554,1.30606411508932
346,113 PASIR RIS ST 11,103.830277614211,1.43769199919618
347,146 PASIR RIS ST 11,103.830277614211,1.43769199919618
348,227 PASIR RIS ST 21,103.834439535286,1.29644995684098
349,742 PASIR RIS ST 71,103.79109781142,1.44726810120856
350,646 PASIR RIS DR 10,103.845880417376,1.31568172551155
351,220 PASIR RIS ST 21,103.834439535286,1.29644995684098
352,235 PASIR RIS ST 21,103.834439535286,1.29644995684098
354,464 PASIR RIS ST 41,103.849087514554,1.30606411508932
355,682C EDGEDALE PLAINS,103.845880417376,1.31568172551155
358,670C EDGEFIELD PLAINS,103.845880417376,1.31568172551155
359,613B PUNGGOL DR,103.845880417376,1.31568172551155
360,663A PUNGGOL DR,103.845880417376,1.31568172551155
361,212A PUNGGOL WALK,103.834439535286,1.29644995684098
362,212B PUNGGOL WALK,103.834439535286,1.29644995684098
363,224B SUMANG LANE,103.834439535286,1.29644995684098
364,662B EDGEDALE PLAINS,103.845880417376,1.31568172551155
365,683C EDGEDALE PLAINS,103.845880417376,1.31568172551155
367,682B EDGEDALE PLAINS,103.845880417376,1.31568172551155
369,682A EDGEDALE PLAINS,103.845880417376,1.31568172551155
370,683A EDGEDALE PLAINS,103.845880417376,1.31568172551155
371,614A EDGEFIELD PLAINS,103.845880417376,1.31568172551155
372,670B EDGEFIELD PLAINS,103.845880417376,1.31568172551155
373,671A EDGEFIELD PLAINS,103.845880417376,1.31568172551155
374,669B EDGEFIELD PLAINS,103.845880417376,1.31568172551155
375,601A PUNGGOL CTRL,103.845880417376,1.31568172551155
376,601D PUNGGOL CTRL,103.845880417376,1.31568172551155
377,161A PUNGGOL CTRL,103.830277614211,1.43769199919618
378,613C PUNGGOL DR,103.845880417376,1.31568172551155
379,618D PUNGGOL DR,103.845880417376,1.31568172551155
380,666A PUNGGOL DR,103.845880417376,1.31568172551155
381,677C PUNGGOL DR,103.845880417376,1.31568172551155
382,196B PUNGGOL FIELD,103.830277614211,1.43769199919618
383,173C PUNGGOL FIELD,103.830277614211,1.43769199919618
384,274D PUNGGOL PL,103.834439535286,1.29644995684098
385,306A PUNGGOL PL,103.829388161578,1.30393331930705
386,195B PUNGGOL RD,103.830277614211,1.43769199919618
387,310A PUNGGOL WALK,103.829388161578,1.30393331930705
388,211C PUNGGOL WALK,103.834439535286,1.29644995684098
390,315A PUNGGOL WAY,103.829388161578,1.30393331930705
393,226A SUMANG LANE,103.834439535286,1.29644995684098
394,217B SUMANG WALK,103.834439535286,1.29644995684098
395,174D EDGEDALE PLAINS,103.830277614211,1.43769199919618
396,171C EDGEDALE PLAINS,103.830277614211,1.43769199919618
397,171B EDGEDALE PLAINS,103.830277614211,1.43769199919618
399,178 EDGEFIELD PLAINS,103.830277614211,1.43769199919618
400,176A EDGEFIELD PLAINS,103.830277614211,1.43769199919618
401,117 EDGEFIELD PLAINS,103.830277614211,1.43769199919618
402,295 PUNGGOL CTRL,103.834439535286,1.29644995684098
403,163B PUNGGOL CTRL,103.830277614211,1.43769199919618
404,163A PUNGGOL CTRL,103.830277614211,1.43769199919618
405,667A PUNGGOL DR,103.845880417376,1.31568172551155
406,642D PUNGGOL DR,103.845880417376,1.31568172551155
407,677A PUNGGOL DR,103.845880417376,1.31568172551155
408,173D PUNGGOL FIELD,103.830277614211,1.43769199919618
409,175A PUNGGOL FIELD,103.830277614211,1.43769199919618
410,267B PUNGGOL FIELD,103.834439535286,1.29644995684098
411,128C PUNGGOL FIELD WALK,103.830277614211,1.43769199919618
412,308C PUNGGOL WALK,103.829388161578,1.30393331930705
413,315B PUNGGOL WAY,103.829388161578,1.30393331930705
414,226C SUMANG LANE,103.834439535286,1.29644995684098
415,231B SUMANG LANE,103.834439535286,1.29644995684098
416,313B SUMANG LINK,103.829388161578,1.30393331930705
417,114 EDGEFIELD PLAINS,103.830277614211,1.43769199919618
419,102 C'WEALTH CRES,103.830277614211,1.43769199919618
420,50 C'WEALTH DR,103.847197777949,1.31181999992702
421,20 DOVER CRES,103.834439535286,1.29644995684098
422,33 GHIM MOH LINK,103.829388161578,1.30393331930705
423,32 GHIM MOH LINK,103.829388161578,1.30393331930705
426,19 GHIM MOH RD,103.830277614211,1.43769199919618
427,1 GHIM MOH RD,103.830277614211,1.43769199919618
428,2 GHIM MOH RD,103.834439535286,1.29644995684098
429,32 HOLLAND CL,103.829388161578,1.30393331930705
430,6 HOLLAND CL,103.845880417376,1.31568172551155
431,43 HOLLAND DR,103.849087514554,1.30606411508932
432,13 HOLLAND DR,103.830277614211,1.43769199919618
433,165 STIRLING RD,103.830277614211,1.43769199919618
434,90 TANGLIN HALT RD,103.826048654888,1.38403246026104
435,91 DAWSON RD,103.826048654888,1.38403246026104
436,90 DAWSON RD,103.826048654888,1.38403246026104
437,88 DAWSON RD,103.845956557221,1.30096483460999
439,23 GHIM MOH LINK,103.834439535286,1.29644995684098
440,28 GHIM MOH LINK,103.834439535286,1.29644995684098
441,50 STRATHMORE AVE,103.847197777949,1.31181999992702
442,61C STRATHMORE AVE,103.845880417376,1.31568172551155
443,89 TANGLIN HALT RD,103.845956557221,1.30096483460999
444,26 DOVER CRES,103.834439535286,1.29644995684098
445,27 DOVER CRES,103.834439535286,1.29644995684098
446,590A MONTREAL LINK,103.847197777949,1.31181999992702
447,130B CANBERRA CRES,103.830277614211,1.43769199919618
448,129B CANBERRA ST,103.830277614211,1.43769199919618
449,590B MONTREAL LINK,103.847197777949,1.31181999992702
450,354A ADMIRALTY DR,103.829388161578,1.30393331930705
452,120B CANBERRA CRES,103.830277614211,1.43769199919618
453,120A CANBERRA CRES,103.830277614211,1.43769199919618
454,107A CANBERRA ST,103.830277614211,1.43769199919618
455,107B CANBERRA ST,103.830277614211,1.43769199919618
456,479 SEMBAWANG DR,103.849087514554,1.30606411508932
458,420 CANBERRA RD,103.849087514554,1.30606411508932
459,121D CANBERRA ST,103.830277614211,1.43769199919618
460,129A CANBERRA ST,103.830277614211,1.43769199919618
461,129C CANBERRA ST,103.830277614211,1.43769199919618
462,313 SEMBAWANG DR,103.829388161578,1.30393331930705
463,413 SEMBAWANG DR,103.849087514554,1.30606411508932
464,476 SEMBAWANG DR,103.849087514554,1.30606411508932
465,473 SEMBAWANG DR,103.849087514554,1.30606411508932
466,359C ADMIRALTY DR,103.829388161578,1.30393331930705
467,468B ADMIRALTY DR,103.849087514554,1.30606411508932
468,308 CANBERRA RD,103.829388161578,1.30393331930705
469,447A JLN KAYU,103.849087514554,1.30606411508932
470,448B SENGKANG WEST WAY,103.849087514554,1.30606411508932
472,289B COMPASSVALE CRES,103.834439535286,1.29644995684098
473,418B FERNVALE LINK,103.849087514554,1.30606411508932
474,473A FERNVALE ST,103.849087514554,1.30606411508932
475,338C ANCHORVALE CRES,103.829388161578,1.30393331930705
476,301D ANCHORVALE DR,103.829388161578,1.30393331930705
477,265D COMPASSVALE BOW,103.834439535286,1.29644995684098
478,278A COMPASSVALE BOW,103.834439535286,1.29644995684098
479,266A COMPASSVALE BOW,103.834439535286,1.29644995684098
480,286A COMPASSVALE CRES,103.834439535286,1.29644995684098
481,287C COMPASSVALE CRES,103.834439535286,1.29644995684098
483,289A COMPASSVALE CRES,103.834439535286,1.29644995684098
485,210A COMPASSVALE LANE,103.834439535286,1.29644995684098
486,210B COMPASSVALE LANE,103.834439535286,1.29644995684098
487,269D COMPASSVALE LINK,103.834439535286,1.29644995684098
488,417A FERNVALE LINK,103.849087514554,1.30606411508932
490,470C FERNVALE LINK,103.849087514554,1.30606411508932
491,435B FERNVALE RD,103.849087514554,1.30606411508932
492,410C FERNVALE RD,103.849087514554,1.30606411508932
493,471A FERNVALE ST,103.849087514554,1.30606411508932
494,156 RIVERVALE CRES,103.830277614211,1.43769199919618
495,196 RIVERVALE DR,103.830277614211,1.43769199919618
496,115 RIVERVALE WALK,103.830277614211,1.43769199919618
497,271B SENGKANG CTRL,103.834439535286,1.29644995684098
498,272D SENGKANG CTRL,103.834439535286,1.29644995684098
499,338D ANCHORVALE CRES,103.829388161578,1.30393331930705
500,321B ANCHORVALE DR,103.829388161578,1.30393331930705
501,305B ANCHORVALE LINK,103.829388161578,1.30393331930705
